Item	Page_Lines	Para	Text	Keywords
116	20.18 - 20.22	[SEC. 10101.(b)(1)] SEC. 56A.(c)(11)(A)(i)	adjusted to disregard any amount of income, cost, or expense that would otherwise be included on the applicable financial statement in connection with any covered benefit plan,	adjusted, disregard, amount, income, cost, expense, otherwise, included, applicable, financial, statement, connection, covered, benefit, plan
117	20.23 - 21.2	[SEC. 10101.(b)(1)] SEC. 56A.(c)(11)(A)(ii)	increased by any amount of income in connection with any such covered benefit plan that is included in the gross income of the corporation under any other provision of this chapter, and	increased, amount, income, connection, covered, benefit, plan, included, gross, corporation, provision
118	21.3 - 21.6	[SEC. 10101.(b)(1)] SEC. 56A.(c)(11)(A)(iii)	reduced by deductions allowed under any other provision of this chapter with respect to any such covered benefit plan.	reduced, deductions, allowed, provision, respect, covered, benefit, plan
119	21.7 - 21.9	[SEC. 10101.(b)(1)] SEC. 56A.(c)(11)(B)	COVERED BENEFIT PLAN. For purposes of this paragraph, the term ‘covered benefit plan’ means	covered, benefit, plan, purposes, term
120	21.10 - 21.15	[SEC. 10101.(b)(1)] SEC. 56A.(c)(11)(B)(i)	a defined benefit plan (other than a multiemployer plan described in section 414(f)) if the trust which is part of such plan is an employees’ trust described in section 401(a) which is exempt from tax under section 501(a),	defined, benefit, plan, multiemployer, described, trust, employees, exempt, tax
121	21.16 - 21.17	[SEC. 10101.(b)(1)] SEC. 56A.(c)(11)(B)(ii)	any qualified foreign plan (as defined in section 404A(e)), or	qualified, foreign, plan, defined, 404a
122	21.18 - 21.20	[SEC. 10101.(b)(1)] SEC. 56A.(c)(11)(B)(iii)	any other defined benefit plan which provides post-employment benefits other than pension benefits.	defined, benefit, plan, post, employment, benefits, pension
123	21.21 - 21.25	[SEC. 10101.(b)(1)] SEC. 56A.(c)(12)	TAX-EXEMPT ENTITIES. In the case of an organization subject to tax under section 511, adjusted financial statement income shall be appropriately adjusted to only take into account any adjusted financial statement income	tax, exempt, entities, case, organization, subject, adjusted, financial, statement, income, appropriately, account
124	22.1 - 22.2	[SEC. 10101.(b)(1)] SEC. 56A.(c)(12)(A)	of an unrelated trade or business (as defined in section 513) of such organization, or	unrelated, trade, business, defined, organization
125	22.3 - 22.6	[SEC. 10101.(b)(1)] SEC. 56A.(c)(12)(B)	derived from debt-financed property (as defined in section 514) to the extent that income from such property is treated as unrelated business taxable income.	derived, debt, financed, property, defined, extent, income, treated, unrelated, business, taxable
126	22.7 - 22.8	[SEC. 10101.(b)(1)] SEC. 56A.(c)(13)	DEPRECIATION. Adjusted financial statement income shall be	depreciation, adjusted, financial, statement, income
127	22.9 - 22.13	[SEC. 10101.(b)(1)] SEC. 56A.(c)(13)(A)	reduced by depreciation deductions allowed under section 167 with respect to property to which section 168 applies to the extent of the amount allowed as deductions in computing taxable income for the taxable year, and	reduced, depreciation, deductions, allowed, respect, property, applies, extent, amount, computing, taxable, income
128	22.14 - 22.14	[SEC. 10101.(b)(1)] SEC. 56A.(c)(13)(B)	appropriately adjusted	appropriately, adjusted
129	22.15 - 22.18	[SEC. 10101.(b)(1)] SEC. 56A.(c)(13)(B)(i)	to disregard any amount of depreciation expense that is taken into account on the taxpayer’s applicable financial statement with respect to such property, and	disregard, amount, depreciation, expense, account, taxpayer’s, applicable, financial, statement, respect, property
130	22.19 - 22.23	[SEC. 10101.(b)(1)] SEC. 56A.(c)(13)(B)(ii)	to take into account any other item specified by the Secretary in order to provide that such property is accounted for in the same manner as it is accounted for under this chapter.	account, specified, secretary, order, property, accounted, manner
131	22.24 - 22.24	[SEC. 10101.(b)(1)] SEC. 56A.(c)(14)	QUALIFIED WIRELESS SPECTRUM.	qualified, wireless, spectrum
132	23.1 - 23.2	[SEC. 10101.(b)(1)] SEC. 56A.(c)(14)(A)	IN GENERAL. Adjusted financial statement income shall be	adjusted, financial, statement, income
133	23.3 - 23.8	[SEC. 10101.(b)(1)] SEC. 56A.(c)(14)(A)(i)	reduced by amortization deductions allowed under section 197 with respect to qualified wireless spectrum to the extent of the amount allowed as deductions in computing taxable income for the taxable year, and	reduced, amortization, deductions, allowed, respect, qualified, wireless, spectrum, extent, amount, computing, taxable, income
134	23.9 - 23.9	[SEC. 10101.(b)(1)] SEC. 56A.(c)(14)(A)(ii)	appropriately adjusted	appropriately, adjusted
135	23.10 - 23.14	[SEC. 10101.(b)(1)] SEC. 56A.(c)(14)(A)(ii)(I)	to disregard any amount of amortization expense that is taken into account on the taxpayer’s applicable financial statement with respect to such qualified wireless spectrum, and	disregard, amount, amortization, expense, account, taxpayer’s, applicable, financial, statement, respect, qualified, wireless, spectrum
136	23.15 - 23.20	[SEC. 10101.(b)(1)] SEC. 56A.(c)(14)(A)(ii)(II)	to take into account any other item specified by the Secretary in order to provide that such qualified wireless spectrum is accounted for in the same manner as it is accounted for under this chapter.	account, specified, secretary, order, qualified, wireless, spectrum, accounted, manner
137	23.21 - 23.24	[SEC. 10101.(b)(1)] SEC. 56A.(c)(14)(B)	QUALIFIED WIRELESS SPECTRUM. For purposes of this paragraph, the term ‘qualified wireless spectrum’ means wireless spectrum which	qualified, wireless, spectrum, purposes, term
138	24.1 - 24.2	[SEC. 10101.(b)(1)] SEC. 56A.(c)(14)(B)(i)	is used in the trade or business of a wireless telecommunications carrier, and	trade, business, wireless, telecommunications, carrier
139	24.3 - 24.5	[SEC. 10101.(b)(1)] SEC. 56A.(c)(14)(B)(ii)	was acquired after December 31, 2007, and before the date of enactment of this section.	acquired, december, enactment
140	24.6 - 24.11	[SEC. 10101.(b)(1)] SEC. 56A.(c)(15)	SECRETARIAL AUTHORITY TO ADJUST ITEMS. The Secretary shall issue regulations or other guidance to provide for such adjustments to adjusted financial statement income as the Secretary determines necessary to carry out the purposes of this section, including adjustments	secretarial, authority, adjust, secretary, issue, regulations, guidance, adjustments, adjusted, financial, statement, income, determines, necessary, carry, purposes
141	24.12 - 24.13	[SEC. 10101.(b)(1)] SEC. 56A.(c)(15)(A)	to prevent the omission or duplication of any item, and	prevent, omission, duplication
142	24.14 - 24.20	[SEC. 10101.(b)(1)] SEC. 56A.(c)(15)(B)	to carry out the principles of part II of subchapter C of this chapter (relating to corporate liquidations), part III of subchapter C of this chapter (relating to corporate organizations and reorganizations), and part II of subchapter K of this chapter (relating to partnership contributions and distributions).	carry, principles, relating, corporate, liquidations, iii, organizations, reorganizations, partnership, contributions, distributions
143	24.21 - 24.22	[SEC. 10101.(b)(1)] SEC. 56A.(d)	DEDUCTION FOR FINANCIAL STATEMENT NET OPERATING LOSS.	deduction, financial, statement, operating, loss
144	24.23 - 25.2	[SEC. 10101.(b)(1)] SEC. 56A.(d)(1)	IN GENERAL. Adjusted financial statement income (determined after application of subsection (c) and without regard to this subsection) shall be reduced by an amount equal to the lesser of	adjusted, financial, statement, income, determined, application, subsection, regard, reduced, amount, equal, lesser
145	25.3 - 25.5	[SEC. 10101.(b)(1)] SEC. 56A.(d)(1)(A)	the aggregate amount of financial statement net operating loss carryovers to the taxable year, or	aggregate, amount, financial, statement, operating, loss, carryovers, taxable
146	25.6 - 25.8	[SEC. 10101.(b)(1)] SEC. 56A.(d)(1)(B)	80 percent of adjusted financial statement income computed without regard to the deduction allowable under this subsection.	adjusted, financial, statement, income, computed, regard, deduction, allowable, subsection
147	25.9 - 25.16	[SEC. 10101.(b)(1)] SEC. 56A.(d)(2)	FINANCIAL STATEMENT NET OPERATING LOSS CARRYOVER. A financial statement net operating loss for any taxable year shall be a financial statement net operating loss carryover to each taxable year following the taxable year of the loss. The portion of such loss which shall be carried to subsequent taxable years shall be the amount of such loss remaining (if any) after the application of paragraph (1).	financial, statement, operating, loss, carryover, taxable, portion, carried, subsequent, years, amount, remaining, application
148	25.17 - 25.24	[SEC. 10101.(b)(1)] SEC. 56A.(d)(3)	FINANCIAL STATEMENT NET OPERATING LOSS DEFINED. For purposes of this subsection, the term ‘financial statement net operating loss’ means the amount of the net loss (if any) set forth on the corporation’s applicable financial statement (determined after application of subsection (c) and without regard to this subsection) for taxable years ending after December 31, 2019.	financial, statement, operating, loss, defined, purposes, subsection, term, amount, forth, corporation’s, applicable, determined, application, regard, taxable, years, ending, december
149	26.1 - 26.6	[SEC. 10101.(b)(1)] SEC. 56A.(e)	REGULATIONS AND OTHER GUIDANCE. The Secretary shall provide for such regulations and other guidance as necessary to carry out the purposes of this section, including regulations and other guidance relating to the effect of the rules of this section on partnerships with income taken into account by an applicable corporation.’’.	regulations, guidance, secretary, necessary, carry, purposes, relating, effect, rules, partnerships, income, account, applicable, corporation
150	26.7 - 26.10	SEC. 10101.(b)(2)	CLERICAL AMENDMENT. The table of sections for part VI of subchapter A of chapter 1 is amended by inserting after the item relating to section 56 the following new item:	clerical, amendment, table, sections, vi, amended, inserting, relating, new
151	26.11 - 26.13	SEC. 10101.(c)	CORPORATE AMT FOREIGN TAX CREDIT. Section 59, as amended by this section, is amended by adding at the end the following new subsection:	corporate, amt, foreign, tax, credit, amended, adding, new, subsection
152	26.14 - 26.14	[SEC. 10101.(c)] (l)	CORPORATE AMT FOREIGN TAX CREDIT.	corporate, amt, foreign, tax, credit
153	26.15 - 26.20	[SEC. 10101.(c)] (l)(1)	IN GENERAL. For purposes of this part, if an applicable corporation chooses to have the benefits of subpart A of part III of subchapter N for any taxable year, the corporate AMT foreign tax credit for the taxable year of the applicable corporation is an amount equal to sum of	purposes, applicable, corporation, chooses, benefits, subpart, iii, taxable, corporate, amt, foreign, tax, credit, amount, equal, sum
154	26.21 - 26.21	[SEC. 10101.(c)] (l)(1)(A)	the lesser of	lesser
155	26.22 - 27.3	[SEC. 10101.(c)] (l)(1)(A)(i)	the aggregate of the applicable corporation’s pro rata share (as determined under section 56A(c)(3)) of the amount of income, war profits, and excess profits taxes (within the meaning of section 901) imposed by any foreign country or possession of the United States which are	aggregate, applicable, corporation’s, rata, determined, 56a, amount, income, profits, excess, taxes, meaning, imposed, foreign, country, possession, united, states
156	27.4 - 27.9	[SEC. 10101.(c)] (l)(1)(A)(i)(I)	taken into account on the applicable financial statement of each controlled foreign corporation with respect to which the applicable corporation is a United States shareholder, and	account, applicable, financial, statement, controlled, foreign, corporation, respect, united, states, shareholder
157	27.10 - 27.12	[SEC. 10101.(c)] (l)(1)(A)(i)(II)	paid or accrued (for Federal income tax purposes) by each such controlled foreign corporation, or	paid, accrued, federal, income, tax, purposes, controlled, foreign, corporation
158	27.13 - 27.16	[SEC. 10101.(c)] (l)(1)(A)(ii)	the product of the amount of the adjustment under section 56A(c)(3) and the percentage specified in section 55(b)(2)(A)(i), and	product, amount, adjustment, 56a, percentage, specified
159	27.17 - 27.22	[SEC. 10101.(c)] (l)(1)(B)	in the case of an applicable corporation that is a domestic corporation, the amount of income, war profits, and excess profits taxes (within the meaning of section 901) imposed by any foreign country or possession of the United States to the extent such taxes are	case, applicable, corporation, domestic, amount, income, profits, excess, taxes, meaning, imposed, foreign, country, possession, united, states, extent
