Item	Page_Lines	Para	Text	Keywords
108	19.9 - 19.19	[TITLE I SEC. 101.(a)] SEC. 4692.(e)	REFUND FOR CONSUMPTIVE USES AND DESTRUCTION.—In the case of a person who uses any fluorinated greenhouse gas for which a fee has been imposed under paragraph (1) or (2) of subsection (a) as an input for a manufactured good that transforms the fluorinated greenhouse gas such that it cannot later be emitted or otherwise destroys the gas (without emissions), a refund shall be allowed to such person in the same manner as if it were an overpayment of the fee imposed by such subsection in an amount that is equal to the product of—	refund, consumptive, uses, destruction, case, fluorinated, greenhouse, gas, fee, imposed, paragraph, subsection, input, manufactured, transforms, cannot, emitted, otherwise, destroys, emissions, allowed, manner, overpayment, amount, equal, product
109	19.20 - 20.3	[TITLE I SEC. 101.(a)] SEC. 4692.(e)(1)	an amount equal to the applicable percentage (as defined in subsection (c)(4)) of the applicable amount under section 4691(b), for the calendar year in which such fluorinated greenhouse gas was used or destroyed, and	amount, equal, applicable, percentage, defined, subsection, calendar, fluorinated, greenhouse, gas, destroyed
110	20.4 - 20.4	[TITLE I SEC. 101.(a)] SEC. 4692.(e)(2)	the excess (if any) of—	excess
111	20.5 - 20.7	[TITLE I SEC. 101.(a)] SEC. 4692.(e)(2)(A)	the total carbon dioxide equivalent of the fluorinated greenhouse gases used or destroyed, over	total, carbon, dioxide, equivalent, fluorinated, greenhouse, gases, destroyed
112	20.8 - 20.11	[TITLE I SEC. 101.(a)] SEC. 4692.(e)(2)(B)	the total carbon dioxide equivalent of any fluorinated greenhouse gases created as the result of the transformation or destruction process.	total, carbon, dioxide, equivalent, fluorinated, greenhouse, gases, transformation, destruction, process
113	20.12 - 20.14	[TITLE I SEC. 101.(a)] SEC. 4693.	FEE ON FACILITIES THAT EMIT GREENHOUSE GASES FROM PROCESSES OTHER THAN FOSSIL FUEL COMBUSTION.	fee, facilities, emit, greenhouse, gases, processes, fossil, fuel, combustion
114	20.15 - 20.19	[TITLE I SEC. 101.(a)] SEC. 4693.(a)	IN GENERAL.—There is hereby imposed a fee in an amount equal to the product of the applicable amount determined under section 4691(b) and the total tons of carbon dioxide equivalent emissions from any facility which—	general, hereby, imposed, fee, amount, equal, product, applicable, determined, total, tons, carbon, dioxide, equivalent, emissions, facility
115	20.20 - 21.2	[TITLE I SEC. 101.(a)] SEC. 4693.(a)(1)	is required to report emissions (or which would be required to report emissions notwithstanding any other provision of law prohibiting the implementation of or use of funds for such requirements), or to which emissions are attributed, under part 98 of title 40, Code of Federal Regulations, as in effect on the date of the enactment of the Save Our Future Act, and	required, report, emissions, notwithstanding, provision, law, prohibiting, implementation, funds, requirements, attributed, title, code, federal, regulations, effect, enactment, future, act
116	21.3 - 21.6	[TITLE I SEC. 101.(a)] SEC. 4693.(a)(2)	emitted during the previous calendar year greenhouse gases other than through the production or combustion of coal, petroleum products, and natural gas.	emitted, calendar, greenhouse, gases, production, combustion, coal, petroleum, products, natural, gas
117	21.7 - 21.8	[TITLE I SEC. 101.(a)] SEC. 4693.(b)	EXCLUSION.—This section shall not apply with respect to any greenhouse gases—	exclusion, apply, respect, greenhouse, gases
118	21.9 - 21.11	[TITLE I SEC. 101.(a)] SEC. 4693.(b)(1)	which are emitted by any agricultural entity from the growing of crops or the raising of livestock, or	emitted, agricultural, entity, growing, crops, raising, livestock
119	21.12 - 21.13	[TITLE I SEC. 101.(a)] SEC. 4693.(b)(2)	if such greenhouse gases are subject to a fee under section 4694.	greenhouse, gases, subject, fee
120	21.14 - 21.15	[TITLE I SEC. 101.(a)] SEC. 4694.	METHANE AND ASSOCIATED EMISSIONS FROM THE FOSSIL FUEL SUPPLY CHAIN.	methane, associated, emissions, fossil, fuel, supply, chain
121	21.16 - 21.16	[TITLE I SEC. 101.(a)] SEC. 4694.(a)	REPORTING PROGRAM.—	reporting, program
122	21.17 - 22.2	[TITLE I SEC. 101.(a)] SEC. 4694.(a)(1)	IN GENERAL.—Not later than January 1, 2022, the Secretary, in consultation with the Administrator of the Environmental Protection Agency, the Secretary of the Interior, the Administrator of the Energy Information Administration, and the Administrator of the Pipeline and Hazardous Materials Safety Administration, shall establish and implement a program to identify all major source categories of associated emissions and collect data on associated emissions from the coal, petroleum products, and natural gas supply chains.	general, january, secretary, consultation, administrator, environmental, protection, agency, interior, energy, information, administration, pipeline, hazardous, materials, safety, establish, implement, program, identify, major, source, categories, associated, emissions, collect, data, coal, petroleum, products, natural, gas, supply, chains
123	22.3 - 22.9	[TITLE I SEC. 101.(a)] SEC. 4694.(a)(2)	ANNUAL REPORT.—Not later than 12 months after the date that the Secretary implements the program described in paragraph (1), and annually thereafter, the Secretary shall issue a report, to be made available to the public and the appropriate committees of Congress, on associated emissions, including—	annual, report, months, secretary, implements, program, described, paragraph, annually, thereafter, issue, available, public, appropriate, committees, congress, associated, emissions
124	22.10 - 22.11	[TITLE I SEC. 101.(a)] SEC. 4694.(a)(2)(A)	identification of all major source categories of associated emissions, and	identification, major, source, categories, associated, emissions
125	22.12 - 22.13	[TITLE I SEC. 101.(a)] SEC. 4694.(a)(2)(B)	the total amount, expressed in tons of carbon dioxide equivalent, of—	total, amount, expressed, tons, carbon, dioxide, equivalent
126	22.14 - 22.17	[TITLE I SEC. 101.(a)] SEC. 4694.(a)(2)(B)(i)	methane and other greenhouse gases emitted across the coal supply chain within the United States during the preceding calendar year,	methane, greenhouse, gases, emitted, across, coal, supply, chain, united, states, preceding, calendar
127	22.18 - 22.21	[TITLE I SEC. 101.(a)] SEC. 4694.(a)(2)(B)(ii)	methane and other greenhouse gases emitted across the petroleum products supply chain within the United States during the preceding calendar year, and	methane, greenhouse, gases, emitted, across, petroleum, products, supply, chain, united, states, preceding, calendar
128	22.22 - 22.25	[TITLE I SEC. 101.(a)] SEC. 4694.(a)(2)(B)(iii)	methane and other greenhouse gases emitted across the natural gas supply chain within the United States during the preceding calendar year.	methane, greenhouse, gases, emitted, across, natural, gas, supply, chain, united, states, preceding, calendar
129	23.1 - 23.2	[TITLE I SEC. 101.(a)] SEC. 4694.(b)	SUPPLEMENTARY FEE FOR METHANE AND ASSOCIATED EMISSIONS.—	supplementary, fee, methane, associated, emissions
130	23.3 - 23.3	[TITLE I SEC. 101.(a)] SEC. 4694.(b)(1)	COAL.—	coal
131	23.4 - 23.14	[TITLE I SEC. 101.(a)] SEC. 4694.(b)(1)(A)	IN GENERAL.—In the case of any calendar year beginning after calendar year 2022, all coal mine operators shall report their total annual methane and other associated emissions to the Secretary and the Administrator of the Environmental Protection Agency (referred to in this subsection as the ‘Administrator’), consistent with the methodology and requirements of the Greenhouse Gas Reporting Program of the Environmental Protection Agency (referred to in this subsection as the ‘Program’).	general, case, calendar, beginning, coal, mine, operators, report, total, annual, methane, associated, emissions, secretary, administrator, environmental, protection, agency, referred, subsection, consistent, methodology, requirements, greenhouse, gas, reporting, program
132	23.15 - 23.18	[TITLE I SEC. 101.(a)] SEC. 4694.(b)(1)(B)	DEADLINE.—Each annual report under subparagraph (A) shall be filed not later than March 31 of the calendar year following the calendar year covered by the report.	deadline, annual, report, subparagraph, filed, march, calendar, covered
133	23.19 - 23.23	[TITLE I SEC. 101.(a)] SEC. 4694.(b)(1)(C)	REQUIREMENT.—The Administrator shall develop a reporting methodology for any coal mines not required as of the date of enactment of this section to report emissions under the Program.	requirement, administrator, develop, reporting, methodology, coal, mines, required, enactment, report, emissions, program
134	23.24 - 24.3	[TITLE I SEC. 101.(a)] SEC. 4694.(b)(1)(D)	FEE.—Not later than 90 days after the date on which a coal mine operator submits a report under subparagraph (A), the Secretary shall impose a fee on the operator in an amount equal to the product obtained by multiplying—	fee, coal, mine, operator, submits, report, subparagraph, secretary, impose, amount, equal, product, obtained, multiplying
135	24.4 - 24.6	[TITLE I SEC. 101.(a)] SEC. 4694.(b)(1)(D)(i)	the applicable amount determined under section 4691(b) per ton of carbon dioxide equivalent; and	applicable, amount, determined, ton, carbon, dioxide, equivalent
136	24.7 - 24.10	[TITLE I SEC. 101.(a)] SEC. 4694.(b)(1)(D)(ii)	the total carbon dioxide equivalent tons of methane and other associated emissions reported by the operator in the report.	total, carbon, dioxide, equivalent, tons, methane, associated, emissions, reported, operator, report
137	24.11 - 24.11	[TITLE I SEC. 101.(a)] SEC. 4694.(b)(2)	PETROLEUM PRODUCTS.—	petroleum, products
138	24.12 - 24.20	[TITLE I SEC. 101.(a)] SEC. 4694.(b)(2)(A)	IN GENERAL.—In the case of any calendar year beginning after calendar year 2022, all oil well operators and other entities in the petroleum products supply chain required to report under the Program shall report their total annual methane and other associated emissions to the Secretary and the Administrator, consistent with the methodology and requirements of the Program.	general, case, calendar, beginning, oil, operators, entities, petroleum, products, supply, chain, required, report, program, total, annual, methane, associated, emissions, secretary, administrator, consistent, methodology, requirements
139	24.21 - 24.23	[TITLE I SEC. 101.(a)] SEC. 4694.(b)(2)(B)	INCLUSION.—Each annual report under subparagraph (A) shall include emissions from low frequency, high emission events.	inclusion, annual, report, subparagraph, emissions, frequency, emission, events
140	24.24 - 25.2	[TITLE I SEC. 101.(a)] SEC. 4694.(b)(2)(C)	DEADLINE.—Each annual report under subparagraph (A) shall be filed not later than March 31 of the calendar year following the calendar year covered by the report.	deadline, annual, report, subparagraph, filed, march, calendar, covered
141	25.3 - 25.4	[TITLE I SEC. 101.(a)] SEC. 4694.(b)(2)(D)	REQUIREMENT.—The Administrator shall develop a reporting methodology for—	requirement, administrator, develop, reporting, methodology
142	25.5 - 25.8	[TITLE I SEC. 101.(a)] SEC. 4694.(b)(2)(D)(i)	any smaller oil well operators not required as of the date of enactment of this section to report emissions under the Program; and	smaller, oil, operators, required, enactment, report, emissions, program
143	25.9 - 25.10	[TITLE I SEC. 101.(a)] SEC. 4694.(b)(2)(D)(ii)	low frequency, high emission events.	frequency, emission, events
144	25.11 - 25.13	[TITLE I SEC. 101.(a)] SEC. 4694.(b)(2)(E)	FEE.—Not later than 90 days after the date on which an oil well operator or other entity submits a report under subparagraph (A), the Secretary shall impose a fee on the operator or entity in an amount equal to the product obtained by multiplying—	fee, oil, operator, entity, submits, report, subparagraph
146	25.17 - 25.19	[TITLE I SEC. 101.(a)] SEC. 4694.(b)(2)(E)(i)	the applicable amount determined under section 4691(b) per ton of carbon dioxide equivalent; and	applicable, amount, determined, ton, carbon, dioxide, equivalent
147	25.20 - 25.23	[TITLE I SEC. 101.(a)] SEC. 4694.(b)(2)(E)(ii)	the total carbon dioxide equivalent tons of methane and other associated emissions reported by the operator or entity in the report.	total, carbon, dioxide, equivalent, tons, methane, associated, emissions, reported, operator, entity, report
148	25.24 - 25.24	[TITLE I SEC. 101.(a)] SEC. 4694.(b)(3)	NATURAL GAS.—	natural, gas
149	26.1 - 26.9	[TITLE I SEC. 101.(a)] SEC. 4694.(b)(3)(A)	IN GENERAL.—In the case of any calendar year beginning after calendar year 2022, all gas well operators and other entities in the natural gas supply chain required to report under the Program shall report their total annual methane and other associated emissions to the Secretary and the Administrator, consistent with the methodology and requirements of the Program.	general, case, calendar, beginning, gas, operators, entities, natural, supply, chain, required, report, program, total, annual, methane, associated, emissions, secretary, administrator, consistent, methodology, requirements
150	26.10 - 26.12	[TITLE I SEC. 101.(a)] SEC. 4694.(b)(3)(B)	INCLUSION.—Each annual report under subparagraph (A) shall include emissions from low frequency, high emission events.	inclusion, annual, report, subparagraph, emissions, frequency, emission, events
151	26.13 - 26.16	[TITLE I SEC. 101.(a)] SEC. 4694.(b)(3)(C)	DEADLINE.—Each annual report under subparagraph (A) shall be filed not later than March 31 of the calendar year following the calendar year covered by the report.	deadline, annual, report, subparagraph, filed, march, calendar, covered
152	26.17 - 26.18	[TITLE I SEC. 101.(a)] SEC. 4694.(b)(3)(D)	REQUIREMENT.—The Administrator shall develop a reporting methodology for—	requirement, administrator, develop, reporting, methodology
153	26.19 - 26.22	[TITLE I SEC. 101.(a)] SEC. 4694.(b)(3)(D)(i)	any smaller gas well operators not required as of the date of enactment of this section to report emissions under the Program; and	smaller, gas, operators, required, enactment, report, emissions, program
