Item	Page_Lines	Para	Text
150	26.7 - 26.10	SEC. 10101.(b)(2)	CLERICAL AMENDMENT. The table of sections for part VI of subchapter A of chapter 1 is amended by inserting after the item relating to section 56 the following new item:
151	26.11 - 26.13	SEC. 10101.(c)	CORPORATE AMT FOREIGN TAX CREDIT. Section 59, as amended by this section, is amended by adding at the end the following new subsection:
152	26.14 - 26.14	[SEC. 10101.(c)] (l)	CORPORATE AMT FOREIGN TAX CREDIT.
153	26.15 - 26.20	[SEC. 10101.(c)] (l)(1)	IN GENERAL. For purposes of this part, if an applicable corporation chooses to have the benefits of subpart A of part III of subchapter N for any taxable year, the corporate AMT foreign tax credit for the taxable year of the applicable corporation is an amount equal to sum of
154	26.21 - 26.21	[SEC. 10101.(c)] (l)(1)(A)	the lesser of
155	26.22 - 27.3	[SEC. 10101.(c)] (l)(1)(A)(i)	the aggregate of the applicable corporation’s pro rata share (as determined under section 56A(c)(3)) of the amount of income, war profits, and excess profits taxes (within the meaning of section 901) imposed by any foreign country or possession of the United States which are
156	27.4 - 27.9	[SEC. 10101.(c)] (l)(1)(A)(i)(I)	taken into account on the applicable financial statement of each controlled foreign corporation with respect to which the applicable corporation is a United States shareholder, and
157	27.10 - 27.12	[SEC. 10101.(c)] (l)(1)(A)(i)(II)	paid or accrued (for Federal income tax purposes) by each such controlled foreign corporation, or
158	27.13 - 27.16	[SEC. 10101.(c)] (l)(1)(A)(ii)	the product of the amount of the adjustment under section 56A(c)(3) and the percentage specified in section 55(b)(2)(A)(i), and
159	27.17 - 27.22	[SEC. 10101.(c)] (l)(1)(B)	in the case of an applicable corporation that is a domestic corporation, the amount of income, war profits, and excess profits taxes (within the meaning of section 901) imposed by any foreign country or possession of the United States to the extent such taxes are
160	27.23 - 27.25	[SEC. 10101.(c)] (l)(1)(B)(i)	taken into account on the applicable corporation’s applicable financial statement, and
161	28.1 - 28.3	[SEC. 10101.(c)] (l)(1)(B)(ii)	paid or accrued (for Federal income tax purposes) by the applicable corporation.
162	28.4 - 28.12	[SEC. 10101.(c)] (l)(2)	CARRYOVER OF EXCESS TAX PAID. For any taxable year for which an applicable corporation chooses to have the benefits of subpart A of part III of subchapter N, the excess of the amount described in paragraph (1)(A)(i) over the amount described in paragraph (1)(A)(ii) shall increase the amount described in paragraph (1)(A)(i) in any of the first 5 succeeding taxable years to the extent not taken into account in a prior taxable year.
163	28.13 - 28.16	[SEC. 10101.(c)] (l)(3)	REGULATIONS OR OTHER GUIDANCE. The Secretary shall provide for such regulations or other guidance as is necessary to carry out the purposes of this subsection.’’.
164	28.17 - 28.18	SEC. 10101.(d)	TREATMENT OF GENERAL BUSINESS CREDIT. Section 38(c)(6)(E) is amended to read as follows:
166	28.19 - 28.20	[SEC. 10101.(d)] (E)	CORPORATIONS. In the case of a corporation
167	28.21 - 28.25	[SEC. 10101.(d)] (E)(i)	the first sentence of paragraph (1) shall be applied by substituting ‘25 percent of the taxpayer’s net income tax as exceeds $25,000’ for ‘the greater of’ and all that follows,
168	29.1 - 29.2	[SEC. 10101.(d)] (E)(ii)	paragraph (2)(A) shall be applied without regard to clause (ii)(I) thereof, and
169	29.3 - 29.5	[SEC. 10101.(d)] (E)(iii)	paragraph (4)(A) shall be applied without regard to clause (ii)(I) thereof.’’.
170	29.6 - 29.7	SEC. 10101.(e)	CREDIT FOR PRIOR YEAR MINIMUM TAX LIABILITY.
171	29.8 - 29.9	SEC. 10101.(e)(1)	IN GENERAL. Section 53(e) is amended to read as follows:
172	29.10 - 29.11	[SEC. 10101.(e)(1)] (e)	APPLICATION TO APPLICABLE CORPORATIONS. In the case of a corporation
173	29.12 - 29.16	[SEC. 10101.(e)(1)] (e)(1)	subsection (b)(1) shall be applied by substituting ‘the net minimum tax for all prior taxable years beginning after 2022’ for ‘the adjusted net minimum tax imposed for all prior taxable years beginning after 1986’, and
174	29.17 - 29.19	[SEC. 10101.(e)(1)] (e)(2)	the amount determined under subsection (c)(1) shall be increased by the amount of tax imposed under section 59A for the taxable year.’’.
176	29.20 - 29.21	SEC. 10101.(e)(2)	CONFORMING AMENDMENTS. Section 53(d) is amended
177	29.22 - 29.24	SEC. 10101.(e)(2)(A)	in paragraph (2), by striking ‘‘, except that in the case’’ and all that follows through ‘‘treated as zero’’, and
178	29.25 - 29.25	SEC. 10101.(e)(2)(B)	by striking paragraph (3).
179	30.1 - 30.3	SEC. 10101.(f)	EFFECTIVE DATE. The amendments made by this section shall apply to taxable years beginning after December 31, 2022.
180	30.4 - 30.5	TITLE I Subtitle A PART 2	EXCISE TAX ON REPURCHASE OF CORPORATE STOCK
181	30.6 - 30.7	TITLE I Subtitle A PART 2 SEC. 10201.	EXCISE TAX ON REPURCHASE OF CORPORATE STOCK.
182	30.8 - 30.9	SEC. 10201.(a)	IN GENERAL. Subtitle D is amended by inserting after chapter 36 the following new chapter:
183	30.10 - 30.11	[SEC. 10201.(a)] CHAPTER 37	REPURCHASE OF CORPORATE STOCK
184	30.12 - 30.12	[SEC. 10201.(a)] CHAPTER 37 SEC. 4501.	REPURCHASE OF CORPORATE STOCK.
185	30.13 - 30.16	[SEC. 10201.(a)] SEC. 4501.(a)	GENERAL RULE. There is hereby imposed on each covered corporation a tax equal to 1 percent of the fair market value of any stock of the corporation which is repurchased by such corporation during the taxable year.
186	30.17 - 30.21	[SEC. 10201.(a)] SEC. 4501.(b)	COVERED CORPORATION. For purposes of this section, the term ‘covered corporation’ means any domestic corporation the stock of which is traded on an established securities market (within the meaning of section 7704(b)(1)).
187	30.22 - 30.22	[SEC. 10201.(a)] SEC. 4501.(c)	REPURCHASE. For purposes of this section
188	30.23 - 30.24	[SEC. 10201.(a)] SEC. 4501.(c)(1)	IN GENERAL. The term ‘repurchase’ means
189	31.1 - 31.3	[SEC. 10201.(a)] SEC. 4501.(c)(1)(A)	a redemption within the meaning of section 317(b) with regard to the stock of a covered corporation, and
190	31.4 - 31.6	[SEC. 10201.(a)] SEC. 4501.(c)(1)(B)	any transaction determined by the Secretary to be economically similar to a transaction described in subparagraph (A).
191	31.7 - 31.8	[SEC. 10201.(a)] SEC. 4501.(c)(2)	TREATMENT OF PURCHASES BY SPECIFIED AFFILIATES.
192	31.9 - 31.15	[SEC. 10201.(a)] SEC. 4501.(c)(2)(A)	IN GENERAL. The acquisition of stock of a covered corporation by a specified affiliate of such covered corporation, from a person who is not the covered corporation or a specified affiliate of such covered corporation, shall be treated as a repurchase of the stock of the covered corporation by such covered corporation.
193	31.16 - 31.18	[SEC. 10201.(a)] SEC. 4501.(c)(2)(B)	SPECIFIED AFFILIATE. For purposes of this section, the term ‘specified affiliate’ means, with respect to any corporation
194	31.19 - 31.22	[SEC. 10201.(a)] SEC. 4501.(c)(2)(B)(i)	any corporation more than 50 percent of the stock of which is owned (by vote or by value), directly or indirectly, by such corporation, and
195	31.23 - 32.2	[SEC. 10201.(a)] SEC. 4501.(c)(2)(B)(ii)	any partnership more than 50 percent of the capital interests or profits interests of which is held, directly or indirectly, by such corporation.
196	32.3 - 32.13	[SEC. 10201.(a)] SEC. 4501.(c)(3)	ADJUSTMENT. The amount taken into account under subsection (a) with respect to any stock repurchased by a covered corporation shall be reduced by the fair market value of any stock issued by the covered corporation during the taxable year, including the fair market value of any stock issued or provided to employees of such covered corporation or employees of a specified affiliate of such covered corporation during the taxable year, whether or not such stock is issued or provided in response to the exercise of an option to purchase such stock.
197	32.14 - 32.15	[SEC. 10201.(a)] SEC. 4501.(d)	SPECIAL RULES FOR ACQUISITION OF STOCK OF CERTAIN FOREIGN CORPORATIONS.
198	32.16 - 32.24	[SEC. 10201.(a)] SEC. 4501.(d)(1)	IN GENERAL. In the case of an acquisition of stock of an applicable foreign corporation by a specified affiliate of such corporation (other than a foreign corporation or a foreign partnership (unless such partnership has a domestic entity as a direct or indirect partner)) from a person who is not the applicable foreign corporation or a specified affiliate of such applicable foreign corporation, for purposes of this section
199	33.1 - 33.3	[SEC. 10201.(a)] SEC. 4501.(d)(1)(A)	such specified affiliate shall be treated as a covered corporation with respect to such acquisition,
200	33.4 - 33.6	[SEC. 10201.(a)] SEC. 4501.(d)(1)(B)	such acquisition shall be treated as a repurchase of stock of a covered corporation by such covered corporation, and
201	33.7 - 33.10	[SEC. 10201.(a)] SEC. 4501.(d)(1)(C)	the adjustment under subsection (c)(3) shall be determined only with respect to stock issued or provided by such specified affiliate to employees of the specified affiliate.
202	33.11 - 33.16	[SEC. 10201.(a)] SEC. 4501.(d)(2)	SURROGATE FOREIGN CORPORATIONS. In the case of a repurchase of stock of a covered surrogate foreign corporation by such covered surrogate foreign corporation, or an acquisition of stock of a covered surrogate foreign corporation by a specified affiliate of such corporation, for purposes of this section
203	33.17 - 33.20	[SEC. 10201.(a)] SEC. 4501.(d)(2)(A)	the expatriated entity with respect to such covered surrogate foreign corporation shall be treated as a covered corporation with respect to such repurchase or acquisition,
204	33.21 - 33.23	[SEC. 10201.(a)] SEC. 4501.(d)(2)(B)	such repurchase or acquisition shall be treated as a repurchase of stock of a covered corporation by such covered corporation, and
205	33.24 - 34.2	[SEC. 10201.(a)] SEC. 4501.(d)(2)(C)	the adjustment under subsection (c)(3) shall be determined only with respect to stock issued or provided by such expatriated entity to employees of the expatriated entity.
206	34.3 - 34.4	[SEC. 10201.(a)] SEC. 4501.(d)(3)	DEFINITIONS. For purposes of this subsection
207	34.5 - 34.9	[SEC. 10201.(a)] SEC. 4501.(d)(3)(A)	APPLICABLE FOREIGN CORPORATION. The term ‘applicable foreign corporation’ means any foreign corporation the stock of which is traded on an established securities market (within the meaning of section 7704(b)(1)).
208	34.10 - 34.21	[SEC. 10201.(a)] SEC. 4501.(d)(3)(B)	COVERED SURROGATE FOREIGN CORPORATION. The term ‘covered surrogate foreign corporation’ means any surrogate foreign corporation (as determined under section 7874(a)(2)(B) by substituting ‘September 20, 2021’ for ‘March 4, 2003’ each place it appears) the stock of which is traded on an established securities market (within the meaning of section 7704(b)(1)), but only with respect to taxable years which include any portion of the applicable period with respect to such corporation under section 7874(d)(1).
209	34.22 - 34.24	[SEC. 10201.(a)] SEC. 4501.(d)(3)(C)	EXPATRIATED ENTITY. The term ‘expatriated entity’ has the meaning given such term by section 7874(a)(2)(A).
210	34.25 - 34.25	[SEC. 10201.(a)] SEC. 4501.(e)	EXCEPTIONS. Subsection (a) shall not apply
211	35.1 - 35.5	[SEC. 10201.(a)] SEC. 4501.(e)(1)	to the extent that the repurchase is part of a reorganization (within the meaning of section 368(a)) and no gain or loss is recognized on such repurchase by the shareholder under chapter 1 by reason of such reorganization,
212	35.6 - 35.10	[SEC. 10201.(a)] SEC. 4501.(e)(2)	in any case in which the stock repurchased is, or an amount of stock equal to the value of the stock repurchased is, contributed to an employer-sponsored retirement plan, employee stock ownership plan, or similar plan,
213	35.11 - 35.13	[SEC. 10201.(a)] SEC. 4501.(e)(3)	in any case in which the total value of the stock repurchased during the taxable year does not exceed $1,000,000,
214	35.14 - 35.16	[SEC. 10201.(a)] SEC. 4501.(e)(4)	under regulations prescribed by the Secretary, in cases in which the repurchase is by a dealer in securities in the ordinary course of business,
215	35.17 - 35.19	[SEC. 10201.(a)] SEC. 4501.(e)(5)	to repurchases by a regulated investment company (as defined in section 851) or a real estate investment trust, or
216	35.20 - 35.21	[SEC. 10201.(a)] SEC. 4501.(e)(6)	to the extent that the repurchase is treated as a dividend for purposes of this title.
217	35.22 - 36.2	[SEC. 10201.(a)] SEC. 4501.(f)	REGULATIONS AND GUIDANCE. The Secretary shall prescribe such regulations and other guidance as are necessary or appropriate to carry out, and to prevent the avoidance of, the purposes of this section, including regulations and other guidance
218	36.3 - 36.4	[SEC. 10201.(a)] SEC. 4501.(f)(1)	to prevent the abuse of the exceptions provided by subsection (e),
219	36.5 - 36.6	[SEC. 10201.(a)] SEC. 4501.(f)(2)	to address special classes of stock and preferred stock, and
220	36.7 - 36.8	[SEC. 10201.(a)] SEC. 4501.(f)(3)	for the application of the rules under subsection (d).’’.
221	36.9 - 36.10	SEC. 10201.(b)	TAX NOT DEDUCTIBLE. Paragraph (6) of section 275(a) is amended by inserting ‘‘37,’’ before ‘‘41’’.
222	36.11 - 36.13	SEC. 10201.(c)	CLERICAL AMENDMENT. The table of chapters for subtitle D is amended by inserting after the item relating to chapter 36 the following new item:
223	36.14 - 36.17	SEC. 10201.(d)	EFFECTIVE DATE. The amendments made by this section shall apply to repurchases (within the meaning of section 4501(c) of the Internal Revenue Code of 1986, as added by this section) of stock after December 31, 2022.
224	36.18 - 36.20	TITLE I Subtitle A PART 3	FUNDING THE INTERNAL REVENUE SERVICE AND IMPROVING TAXPAYER COMPLIANCE
225	36.21 - 36.25	TITLE I Subtitle A PART 3 SEC. 10301.	ENHANCEMENT OF INTERNAL REVENUE SERVICE RESOURCES. IN GENERAL. The following sums are appropriated, out of any money in the Treasury not otherwise appropriated, for the fiscal year ending September 30, 2022:
226	37.1 - 37.1	SEC. 10301.(1)	INTERNAL REVENUE SERVICE.
227	37.2 - 37.2	SEC. 10301.(1)(A)	IN GENERAL.
228	37.3 - 37.14	SEC. 10301.(1)(A)(i)	TAXPAYER SERVICES. For necessary expenses of the Internal Revenue Service to provide taxpayer services, including pre-filing assistance and education, filing and account services, taxpayer advocacy services, and other services as authorized by 5 U.S.C. 3109, at such rates as may be determined by the Commissioner, $3,181,500,000, to remain available until September 30, 2031: Provided, That these amounts shall be in addition to amounts otherwise available for such purposes.
