Item	Page_Lines	Para	Text
200	22.17 - 22.25	TITLE I SEC. 11101.(e)(3)	AMOUNTS FOR SMALL BUSINESS CONCERNS.—Except to the extent that the Secretary determines otherwise, not less than 10 percent of the amounts made available for any program under this division (other than section 14004), division C, and section 403 of title 23, United States Code, shall be expended through small business concerns owned and controlled by socially and economically disadvantaged individuals.
201	23.1 - 23.2	TITLE I SEC. 11101.(e)(4)	ANNUAL LISTING OF DISADVANTAGED BUSINESS ENTERPRISES.—Each State shall annually—
202	23.3 - 23.6	TITLE I SEC. 11101.(e)(4)(A)	survey and compile a list of the small business concerns referred to in paragraph (3) in the State, including the location of the small business concerns in the State; and
203	23.7 - 23.9	TITLE I SEC. 11101.(e)(4)(B)	notify the Secretary, in writing, of the percentage of the small business concerns that are controlled by—
204	23.10 - 23.10	TITLE I SEC. 11101.(e)(4)(B)(i)	women;
205	23.11 - 23.13	TITLE I SEC. 11101.(e)(4)(B)(ii)	socially and economically disadvantaged individuals (other than women); and
206	23.14 - 23.16	TITLE I SEC. 11101.(e)(4)(B)(iii)	individuals who are women and are otherwise socially and economically disadvantaged individuals.
207	23.17 - 23.17	TITLE I SEC. 11101.(e)(5)	UNIFORM CERTIFICATION.—
208	23.18 - 23.22	TITLE I SEC. 11101.(e)(5)(A)	IN GENERAL.—The Secretary shall establish minimum uniform criteria for use by State governments in certifying whether a concern qualifies as a small business concern for the purpose of this subsection.
209	23.23 - 24.2	TITLE I SEC. 11101.(e)(5)(B)	INCLUSIONS.—The minimum uniform criteria established under subparagraph (A) shall include, with respect to a potential small business concern—
210	24.3 - 24.3	TITLE I SEC. 11101.(e)(5)(B)(i)	on-site visits;
211	24.4 - 24.4	TITLE I SEC. 11101.(e)(5)(B)(ii)	personal interviews with personnel;
212	24.5 - 24.5	TITLE I SEC. 11101.(e)(5)(B)(iii)	issuance or inspection of licenses;
213	24.6 - 24.6	TITLE I SEC. 11101.(e)(5)(B)(iv)	analyses of stock ownership;
214	24.7 - 24.7	TITLE I SEC. 11101.(e)(5)(B)(v)	listings of equipment;
215	24.8 - 24.8	TITLE I SEC. 11101.(e)(5)(B)(vi)	analyses of bonding capacity;
216	24.9 - 24.9	TITLE I SEC. 11101.(e)(5)(B)(vii)	listings of work completed;
217	24.10 - 24.11	TITLE I SEC. 11101.(e)(5)(B)(viii)	examination of the resumes of principal owners;
218	24.12 - 24.13	TITLE I SEC. 11101.(e)(5)(B)(ix)	analyses of financial capacity; and
219	24.14 - 24.15	TITLE I SEC. 11101.(e)(5)(B)(x)	analyses of the type of work preferred.
220	24.16 - 24.18	TITLE I SEC. 11101.(e)(6)	REPORTING.—The Secretary shall establish minimum requirements for use by State governments in reporting to the Secretary—
221	24.19 - 24.21	TITLE I SEC. 11101.(e)(6)(A)	information concerning disadvantaged business enterprise awards, commitments, and achievements; and
222	24.22 - 24.25	TITLE I SEC. 11101.(e)(6)(B)	such other information as the Secretary determines to be appropriate for the proper monitoring of the disadvantaged business enterprise program.
223	25.1 - 25.10	TITLE I SEC. 11101.(e)(7)	COMPLIANCE WITH COURT ORDERS.—Nothing in this subsection limits the eligibility of an individual or entity to receive funds made available under this division, division C, and section 403 of title 23, United States Code, if the entity or person is prevented, in whole or in part, from complying with paragraph (3) because a Federal court issues a final order in which the court finds that a requirement or the implementation of paragraph (3) is unconstitutional.
224	25.11 - 25.13	TITLE I SEC. 11101.(e)(8)	SENSE OF CONGRESS ON PROMPT PAYMENT OF DBE SUBCONTRACTORS.—It is the sense of Congress that—
225	25.14 - 25.21	TITLE I SEC. 11101.(e)(8)(A)	the Secretary should take additional steps to ensure that recipients comply with section 26.29 of title 49, Code of Federal Regulations (the disadvantaged business enterprises prompt payment rule), or any corresponding regulation, in awarding Federally funded transportation contracts under laws and regulations administered by the Secretary; and
226	25.22 - 25.25	TITLE I SEC. 11101.(e)(8)(B)	such additional steps should include increasing the ability of the Department to track and keep records of complaints and to make that information publicly available.
227	26.1 - 26.1	TITLE I SEC. 11102.	OBLIGATION CEILING.
228	26.2 - 26.5	TITLE I SEC. 11102.(a)	GENERAL LIMITATION.—Subject to subsection (e), and notwithstanding any other provision of law, the obligations for Federal-aid highway and highway safety construction programs shall not exceed—
229	26.6 - 26.6	TITLE I SEC. 11102.(a)(1)	$57,473,430,072 for fiscal year 2022;
230	26.7 - 26.7	TITLE I SEC. 11102.(a)(2)	$58,764,510,674 for fiscal year 2023;
231	26.8 - 26.8	TITLE I SEC. 11102.(a)(3)	$60,095,782,888 for fiscal year 2024;
232	26.9 - 26.9	TITLE I SEC. 11102.(a)(4)	$61,314,170,545 for fiscal year 2025; and
233	26.10 - 26.10	TITLE I SEC. 11102.(a)(5)	$62,657,105,821 for fiscal year 2026.
234	26.11 - 26.11	TITLE I SEC. 11102.(b)	EXCEPTIONS.—The limitations under subsection (a) shall not apply to obligations under or for—
236	26.13 - 26.13	TITLE I SEC. 11102.(b)(1)	section 125 of title 23, United States Code;
237	26.14 - 26.16	TITLE I SEC. 11102.(b)(2)	section 147 of the Surface Transportation Assistance Act of 1978 (23 U.S.C. 144 note; 92 Stat. 2714);
238	26.17 - 26.18	TITLE I SEC. 11102.(b)(3)	section 9 of the Federal-Aid Highway Act of 1981 (95 Stat. 1701);
239	26.19 - 26.21	TITLE I SEC. 11102.(b)(4)	subsections (b) and (j) of section 131 of the Surface Transportation Assistance Act of 1982 (96 Stat. 2119);
240	26.22 - 26.24	TITLE I SEC. 11102.(b)(5)	subsections (b) and (c) of section 149 of the Surface Transportation and Uniform Relocation Assistance Act of 1987 (101 Stat. 198);
241	27.1 - 27.3	TITLE I SEC. 11102.(b)(6)	sections 1103 through 1108 of the Intermodal Surface Transportation Efficiency Act of 1991 (105 Stat. 2027);
242	27.4 - 27.5	TITLE I SEC. 11102.(b)(7)	section 157 of title 23, United States Code (as in effect on June 8, 1998);
243	27.6 - 27.9	TITLE I SEC. 11102.(b)(8)	section 105 of title 23, United States Code (as in effect for fiscal years 1998 through 2004, but only in an amount equal to $639,000,000 for each of those fiscal years);
244	27.10 - 27.16	TITLE I SEC. 11102.(b)(9)	Federal-aid highway programs for which obligation authority was made available under the Transportation Equity Act for the 21st Century (112 Stat. 107) or subsequent Acts for multiple years or to remain available until expended, but only to the extent that the obligation authority has not lapsed or been used;
245	27.17 - 27.20	TITLE I SEC. 11102.(b)(10)	section 105 of title 23, United States Code (as in effect for fiscal years 2005 through 2012, but only in an amount equal to $639,000,000 for each of those fiscal years);
246	27.21 - 28.2	TITLE I SEC. 11102.(b)(11)	section 1603 of SAFETEA–LU (23 U.S.C. 118 note; 119 Stat. 1248), to the extent that funds obligated in accordance with that section were not subject to a limitation on obligations at the time at which the funds were initially made available for obligation;
247	28.3 - 28.6	TITLE I SEC. 11102.(b)(12)	section 119 of title 23, United States Code (as in effect for fiscal years 2013 through 2015, but only in an amount equal to $639,000,000 for each of those fiscal years);
248	28.7 - 28.10	TITLE I SEC. 11102.(b)(13)	section 119 of title 23, United States Code (as in effect for fiscal years 2016 through 2021, but only in an amount equal to $639,000,000 for each of those fiscal years); and
249	28.11 - 28.14	TITLE I SEC. 11102.(b)(14)	section 119 of title 23, United States Code (but, for fiscal years 2022 through 2026, only in an amount equal to $639,000,000 for each of those fiscal years).
250	28.15 - 28.16	TITLE I SEC. 11102.(c)	DISTRIBUTION OF OBLIGATION AUTHORITY.—For each of fiscal years 2022 through 2026, the Secretary—
251	28.17 - 28.18	TITLE I SEC. 11102.(c)(1)	shall not distribute obligation authority provided by subsection (a) for the fiscal year for—
252	28.19 - 28.21	TITLE I SEC. 11102.(c)(1)(A)	amounts authorized for administrative expenses and programs by section 104(a) of title 23, United States Code; and
253	28.22 - 28.23	TITLE I SEC. 11102.(c)(1)(B)	amounts authorized for the Bureau of Transportation Statistics;
254	29.1 - 29.3	TITLE I SEC. 11102.(c)(2)	shall not distribute an amount of obligation authority provided by subsection (a) that is equal to the unobligated balance of amounts—
255	29.4 - 29.10	TITLE I SEC. 11102.(c)(2)(A)	made available from the Highway Trust Fund (other than the Mass Transit Account) for Federal-aid highway and highway safety construction programs for previous fiscal years the funds for which are allocated by the Secretary (or apportioned by the Secretary under section 202 or 204 of title 23, United States Code); and
256	29.11 - 29.12	TITLE I SEC. 11102.(c)(2)(B)	for which obligation authority was provided in a previous fiscal year;
257	29.13 - 29.13	TITLE I SEC. 11102.(c)(3)	shall determine the proportion that—
258	29.14 - 29.17	TITLE I SEC. 11102.(c)(3)(A)	the obligation authority provided by subsection (a) for the fiscal year, less the aggregate of amounts not distributed under paragraphs (1) and (2) of this subsection; bears to
259	29.18 - 30.4	TITLE I SEC. 11102.(c)(3)(B)	the total of the sums authorized to be appropriated for the Federal-aid highway and highway safety construction programs (other than sums authorized to be appropriated for provisions of law described in paragraphs (1) through (13) of subsection (b) and sums authorized to be appropriated for section 119 of title 23, United States Code, equal to the amount referred to in subsection (b)(14) for the fiscal year), less the aggregate of the amounts not distributed under paragraphs (1) and (2) of this subsection;
260	30.5 - 30.12	TITLE I SEC. 11102.(c)(4)	shall distribute the obligation authority provided by subsection (a), less the aggregate amounts not distributed under paragraphs (1) and (2), for each of the programs (other than programs to which paragraph (1) applies) that are allocated by the Secretary under this division and title 23, United States Code, or apportioned by the Secretary under section 202 or 204 of that title, by multiplying—
261	30.13 - 30.14	TITLE I SEC. 11102.(c)(4)(A)	the proportion determined under paragraph (3); by
262	30.15 - 30.17	TITLE I SEC. 11102.(c)(4)(B)	the amounts authorized to be appropriated for each such program for the fiscal year; and
263	30.18 - 31.5	TITLE I SEC. 11102.(c)(5)	shall distribute the obligation authority provided by subsection (a), less the aggregate amounts not distributed under paragraphs (1) and (2) and the amounts distributed under paragraph (4), for Federal-aid highway and highway safety construction programs that are apportioned by the Secretary under title 23, United States Code (other than the amounts apportioned for the national highway performance program in section 119 of title 23, United States Code, that are exempt from the limitation under subsection (b)(14) and the amounts apportioned under sections 202 and 204 of that title) in the proportion that—
264	31.6 - 31.9	TITLE I SEC. 11102.(c)(5)(A)	amounts authorized to be appropriated for the programs that are apportioned under title 23, United States Code, to each State for the fiscal year; bears to
265	31.10 - 31.13	TITLE I SEC. 11102.(c)(5)(B)	the total of the amounts authorized to be appropriated for the programs that are apportioned under title 23, United States Code, to all States for the fiscal year.
266	31.14 - 31.17	TITLE I SEC. 11102.(d)	REDISTRIBUTION OF UNUSED OBLIGATION AUTHORITY.—Notwithstanding subsection (c), the Secretary shall, after August 1 of each of fiscal years 2022 through 2026—
267	31.18 - 31.21	TITLE I SEC. 11102.(d)(1)	revise a distribution of the obligation authority made available under subsection (c) if an amount distributed cannot be obligated during that fiscal year; and
268	31.22 - 32.4	TITLE I SEC. 11102.(d)(2)	redistribute sufficient amounts to those States able to obligate amounts in addition to those previously distributed during that fiscal year, giving priority to those States having large unobligated balances of funds apportioned under sections 144 (as in effect on the day before the date of enactment of MAP–21 (Public Law 112–141; 126 Stat. 405)) and 104 of title 23, United States Code.
269	32.5 - 32.6	TITLE I SEC. 11102.(e)	APPLICABILITY OF OBLIGATION LIMITATIONS TO TRANSPORTATION RESEARCH PROGRAMS.—
270	32.7 - 32.11	TITLE I SEC. 11102.(e)(1)	IN GENERAL.—Except as provided in paragraph (2), obligation limitations imposed by subsection (a) shall apply to contract authority for transportation research programs carried out under chapter 5 of title 23, United States Code.
271	32.12 - 32.13	TITLE I SEC. 11102.(e)(2)	EXCEPTION.—Obligation authority made available under paragraph (1) shall—
272	32.14 - 32.15	TITLE I SEC. 11102.(e)(2)(A)	remain available for a period of 4 fiscal years; and
273	32.16 - 32.19	TITLE I SEC. 11102.(e)(2)(B)	be in addition to the amount of any limitation imposed on obligations for Federalaid highway and highway safety construction programs for future fiscal years.
274	32.20 - 32.21	TITLE I SEC. 11102.(f)	REDISTRIBUTION OF CERTAIN AUTHORIZED FUNDS.—
275	32.22 - 33.3	TITLE I SEC. 11102.(f)(1)	IN GENERAL.—Not later than 30 days after the date of distribution of obligation authority under subsection (c) for each of fiscal years 2022 through 2026, the Secretary shall distribute to the States any funds (excluding funds authorized for the program under section 202 of title 23, United States Code) that—
276	33.4 - 33.6	TITLE I SEC. 11102.(f)(1)(A)	are authorized to be appropriated for the fiscal year for Federal-aid highway programs; and
277	33.7 - 33.13	TITLE I SEC. 11102.(f)(1)(B)	the Secretary determines will not be allocated to the States (or will not be apportioned to the States under section 204 of title 23, United States Code), and will not be available for obligation, for the fiscal year because of the imposition of any obligation limitation for the fiscal year.
278	33.14 - 33.16	TITLE I SEC. 11102.(f)(2)	RATIO.—Funds shall be distributed under paragraph (1) in the same proportion as the distribution of obligation authority under subsection (c)(5).
279	33.17 - 33.20	TITLE I SEC. 11102.(f)(3)	AVAILABILITY.—Funds distributed to each State under paragraph (1) shall be available for any purpose described in section 133(b) of title 23, United States Code.
280	33.21 - 33.21	TITLE I SEC. 11103.	DEFINITIONS.
281	33.22 - 33.23	TITLE I SEC. 101(a)	of title 23, United States Code, is amended—
282	33.24 - 33.24	TITLE I SEC. 101(a)(1)	in paragraph (4)—
283	34.1 - 34.2	TITLE I SEC. 101(a)(1)(A)	in subparagraph (A), by inserting ‘‘assessing resilience,’’ after ‘‘surveying,’’;
284	34.3 - 34.4	TITLE I SEC. 101(a)(1)(B)	in subparagraph (G), by striking ‘‘and’’ at the end;
285	34.5 - 34.6	TITLE I SEC. 101(a)(1)(C)	by redesignating subparagraph (H) as subparagraph (I); and
286	34.7 - 34.8	TITLE I SEC. 101(a)(1)(D)	by inserting after subparagraph (G) the following:
287	34.9 - 34.11	[TITLE I SEC. 101(a)(1)(D)] (H)	improvements that reduce the number of wildlife-vehicle collisions, such as wildlife crossing structures; and’’;
288	34.12 - 34.12	TITLE I SEC. 101(a)(2)	by redesignating paragraphs (17) through (34) as paragraphs (18), (19), (20), (21), (22), (23),
292	34.16 - 34.17	TITLE I SEC. 101(a)(3)	by inserting after paragraph (16) the following:
293	34.18 - 34.21	[TITLE I SEC. 101(a)(3)] (17)	"NATURAL INFRASTRUCTURE.—The term ‘natural infrastructure’ means infrastructure that uses, restores, or emulates natural ecological processes and—"
294	34.22 - 34.24	[TITLE I SEC. 101(a)(3)] (17)(A)	is created through the action of natural physical, geological, biological, and chemical processes over time;
295	35.1 - 35.3	[TITLE I SEC. 101(a)(3)] (17)(B)	is created by human design, engineering, and construction to emulate or act in concert with natural processes; or
296	35.4 - 35.10	[TITLE I SEC. 101(a)(3)] (17)(C)	involves the use of plants, soils, and other natural features, including through the creation, restoration, or preservation of vegetated areas using materials appropriate to the region to manage stormwater and runoff, to attenuate flooding and storm surges, and for other related purposes.’’;
297	35.11 - 35.12	TITLE I SEC. 101(a)(4)	by inserting after paragraph (23) (as so redesignated) the following:
298	35.13 - 35.17	[TITLE I SEC. 101(a)(4)] (24)	RESILIENCE.—The term ‘resilience’, with respect to a project, means a project with the ability to anticipate, prepare for, or adapt to conditions or withstand, respond to, or recover rapidly from disruptions, including the ability—
299	35.18 - 35.20	[TITLE I SEC. 101(a)(4)] (24)(A)(i)	to resist hazards or withstand impacts from weather events and natural disasters; or
300	35.21 - 35.23	[TITLE I SEC. 101(a)(4)] (24)(A)(ii)	to reduce the magnitude or duration of impacts of a disruptive weather event or natural disaster on a project; and
301	35.24 - 36.2	[TITLE I SEC. 101(a)(4)] (24)(B)	to have the absorptive capacity, adaptive capacity, and recoverability to decrease project vulnerability to weather events or other natural disasters.’’; and
302	36.3 - 36.4	TITLE I SEC. 101(a)(5)	in subparagraph (A) of paragraph (32) (as so redesignated)—
303	36.5 - 36.6	TITLE I SEC. 101(a)(5)(A)	by striking the period at the end and inserting ‘‘; and’’;
304	36.7 - 36.8	TITLE I SEC. 101(a)(5)(B)	by striking ‘‘through the implementation’’ and inserting the following: ‘‘through—
305	36.9 - 36.9	[TITLE I SEC. 101(a)(5)(B)] (i)	the implementation’’; and
306	36.10 - 36.10	TITLE I SEC. 101(a)(5)(C)	by adding at the end the following:
307	36.11 - 36.12	[TITLE I SEC. 101(a)(5)(C)] (ii)	the consideration of incorporating natural infrastructure.’’.
308	36.13 - 36.13	TITLE I SEC. 11104.	APPORTIONMENT.
309	36.14 - 36.16	TITLE I SEC. 11104.(a)	ADMINISTRATIVE EXPENSES.—Section 104(a)(1) of title 23, United States Code, is amended by striking subparagraphs (A) through (E) and inserting the following:
310	36.17 - 36.17	[TITLE I SEC. 11104.(a)] (A)	$490,964,697 for fiscal year 2022;
311	36.18 - 36.18	[TITLE I SEC. 11104.(a)] (B)	$500,783,991 for fiscal year 2023;
312	36.19 - 36.19	[TITLE I SEC. 11104.(a)] (C)	$510,799,671 for fiscal year 2024;
313	36.20 - 36.20	[TITLE I SEC. 11104.(a)] (D)	$521,015,664 for fiscal year 2025; and
314	36.21 - 36.21	[TITLE I SEC. 11104.(a)] (E)	$531,435,977 for fiscal year 2026.’’.
315	36.22 - 36.22	TITLE I SEC. 11104.(b)	DIVISION AMONG PROGRAMS OF STATE SHARE.—
316	36.23 - 36.24	TITLE I SEC. 104	(b) of title 23, United States Code, is amended in subsection (b)— (1) in the matter preceding paragraph (1), by inserting ‘‘the carbon reduction program under section 175, to carry out subsection (c) of the PROTECT program under section 176,’’ before ‘‘and to carry out section 134’’;
322	37.14 - 37.15	[TITLE I SEC. 104] (4)	CONGESTION MITIGATION AND AIR QUALITY IMPROVEMENT PROGRAM.—
323	37.16 - 37.19	[TITLE I SEC. 104] (4)(A)	IN GENERAL.—For the congestion mitigation and air quality improvement program, an amount determined for the State under subparagraphs (B) and (C).
