Item	Page_Lines	Para	Text	Keywords
628	82.5 - 82.13	SEC. 8.(a)	IN GENERAL.—Not later than January 1, 2025, the Administrator of the Environmental Protection Agency (referred to in this section as the ‘‘Administrator’’) shall seek to enter into an agreement with the National Academy of Sciences under which the National Academy of Sciences shall carry out a study not less frequently than once every 5 years to evaluate the effectiveness of the fees established under sections 4692 and 4693 of the Internal Revenue Code of 1986 in achieving the following goals:	january, administrator, environmental, protection, agency, referred, seek, agreement, national, academy, sciences, carry, study, frequently, years, evaluate, effectiveness, fees, established, sections, internal, revenue, code, achieving, goals
629	82.14 - 82.15	SEC. 8.(a)(1)	A net reduction of greenhouse gas emissions by 45 percent, based on 2018 levels, by 2030.	reduction, greenhouse, gas, emissions, levels
630	82.16 - 82.17	SEC. 8.(a)(2)	A net reduction of greenhouse gas emissions by 100 percent, based on 2018 levels, by 2050.	reduction, greenhouse, gas, emissions, levels
631	82.18 - 82.21	SEC. 8.(b)	REQUIREMENTS.—In executing the agreement under subsection (a), the Administrator shall ensure that, in carrying out a study under that subsection, the National Academy of Sciences—	requirements, executing, agreement, subsection, administrator, ensure, carrying, study, national, academy, sciences
632	82.22 - 82.22	SEC. 8.(b)(1)	includes an evaluation of—	evaluation
633	82.23 - 83.2	SEC. 8.(b)(1)(A)	total annual greenhouse gas emissions by the United States, including greenhouse gas emissions not subject to the fees described in that subsection;	total, annual, greenhouse, gas, emissions, united, states, subject, fees, described, subsection
634	83.3 - 83.5	SEC. 8.(b)(1)(B)	the historic trends in the total greenhouse gas emissions evaluated under subparagraph (A); and	historic, trends, total, greenhouse, gas, emissions, evaluated, subparagraph
635	83.6 - 83.10	SEC. 8.(b)(1)(C)	the impacts of the fees established under sections 4692 and 4693 of the Internal Revenue Code of 1986 on changes in the levels of fossil fuel-related localized air pollutants in environmental justice communities;	impacts, fees, established, sections, internal, revenue, code, levels, fossil, fuel, related, localized, air, pollutants, environmental, justice, communities
636	83.11 - 83.13	SEC. 8.(b)(2)	analyzes the extent to which greenhouse gas emissions have been or would be reduced as a result of current and potential future policies, including—	analyzes, extent, greenhouse, gas, emissions, reduced, potential, future, policies
637	83.14 - 83.21	SEC. 8.(b)(2)(A)	a projection of greenhouse gas emissions reductions that would result if the regulations of the Administrator were to be adjusted to impose stricter limits on greenhouse gas emissions than the goals described in that subsection, with a particular focus on greenhouse gas emissions not subject to the fees described in that subsection;	projection, greenhouse, gas, emissions, reductions, regulations, administrator, adjusted, impose, stricter, limits, goals, described, subsection, particular, focus, subject, fees
638	83.22 - 83.25	SEC. 8.(b)(2)(B)	the status of greenhouse gas emissions reductions that result from the fees established under sections 4692 and 4693 of the Internal Revenue Code of 1986;	status, greenhouse, gas, emissions, reductions, fees, established, sections, internal, revenue, code
639	84.1 - 84.4	SEC. 8.(b)(2)(C)	a projection of greenhouse gas emissions reductions that would result if the fees established under those sections were annually increased—	projection, greenhouse, gas, emissions, reductions, fees, established, sections, annually, increased
640	84.5 - 84.5	SEC. 8.(b)(2)(C)(i)	at the current price path; and	price, path
641	84.6 - 84.6	SEC. 8.(b)(2)(C)(ii)	above the current price path;	price, path
642	84.7 - 84.10	SEC. 8.(b)(2)(D)	an analysis of greenhouse gas emissions reductions that result from the policies of States, units of local government, Tribal communities, and the private sector;	analysis, greenhouse, gas, emissions, reductions, policies, states, units, local, government, tribal, communities, private, sector
643	84.11 - 84.20	SEC. 8.(b)(2)(E)	a projection of greenhouse gas emissions reductions that would result from the promulgation of additional Federal climate policies, including a clean energy standard, increased fuel economy and greenhouse gas emissions standards for motor vehicles, a low-carbon fuel standard, electrification of cars and heavy-duty trucks, and reforestation of not less than 3,000,000 acres of land within the National Forest System; and	projection, greenhouse, gas, emissions, reductions, promulgation, federal, climate, policies, clean, energy, standard, increased, fuel, economy, standards, motor, vehicles, carbon, electrification, cars, heavy, duty, trucks, reforestation, 3,000,000, acres, land, national, forest, system
644	84.21 - 84.22	SEC. 8.(b)(2)(F)	the status and projections of decarbonization in other major economies; and	status, projections, decarbonization, major, economies
645	84.23 - 85.2	SEC. 8.(b)(3)	submits a report to the Administrator, Congress, and the Board of Directors of the Climate Change Finance Corporation describing the results of the study.	submits, report, administrator, congress, board, directors, climate, finance, corporation, describing, results, study
646	85.3 - 85.4	SEC. 9.	ESTABLISHMENT OF TARGETS FOR CARBON SEQUESTRATION BY LAND AND WATER.	establishment, targets, carbon, sequestration, land, water
647	85.5 - 85.9	SEC. 9.(a)	IN GENERAL.—The Chair of the Council on Environmental Quality, in consultation with the Secretaries of Agriculture, Commerce, and the Interior, the Chief of Engineers, and the Administrator of the Environmental Protection Agency, shall—	chair, council, environmental, quality, consultation, secretaries, agriculture, commerce, interior, chief, engineers, administrator, protection, agency
648	85.10 - 85.13	SEC. 9.(a)(1)	establish a target for carbon sequestration that can reasonably be achieved through enhancing the ability of public and private land and water to function as natural carbon sinks;	establish, target, carbon, sequestration, reasonably, achieved, enhancing, ability, public, private, land, water, function, natural, sinks
649	85.14 - 85.15	SEC. 9.(a)(2)	develop strategies for meeting that target; and	develop, strategies, meeting, target
650	85.16 - 85.18	SEC. 9.(a)(3)	develop strategies to expand protections for coastal ecosystems that sequester carbon and provide resiliency benefits, such as—	develop, strategies, expand, protections, coastal, ecosystems, sequester, carbon, resiliency, benefits
651	85.19 - 85.19	SEC. 9.(a)(3)(A)	flood protection;	flood, protection
652	85.20 - 85.20	SEC. 9.(a)(3)(B)	soil and beach retention;	soil, beach, retention
653	85.21 - 85.21	SEC. 9.(a)(3)(C)	erosion reduction;	erosion, reduction
654	85.22 - 85.22	SEC. 9.(a)(3)(D)	biodiversity;	biodiversity
655	85.23 - 85.23	SEC. 9.(a)(3)(E)	water purification; and	water, purification
656	85.24 - 85.24	SEC. 9.(a)(3)(F)	nutrient cycling.	nutrient, cycling
657	86.1 - 86.4	SEC. 9.(b)	REPORT.—As soon as practicable after the date of enactment of this Act, the Chair of the Council on Environmental Quality shall submit to Congress a report describing—	report, soon, practicable, enactment, act, chair, council, environmental, quality, submit, congress, describing
658	86.5 - 86.6	SEC. 9.(b)(1)	the target and strategies described in paragraphs (1) through (3) of subsection (a); and	target, strategies, described, paragraphs, subsection
659	86.7 - 86.9	SEC. 9.(b)(2)	any additional statutory authorities or authorized funding levels needed to successfully implement those strategies.	statutory, authorities, authorized, funding, levels, needed, successfully, implement, strategies
